no,name,brand,category,img,emoji,has_settings,inputs,outputs,func,ports_raw
130,KingMa Dual Charger NP-F,KingMa,Aksesori Monitor Baterai,,🔧,0,USB-C|USB; Layar LCD|Other,,Dok pintar pengisi daya cepat untuk mengisi 2 baterai seri NP-F secara bersamaan semalaman,"USB-C, Layar LCD"
131,SmallRig Swivel Monitor Mount,SmallRig,Aksesori Monitor Penyangga,,🔧,0,"Cold Shoe|Other; 1|Other; 4"" Screw|Other",,Engsel leher dudukan monitor di atas dudukan flash kamera yang bisa diputar 360 derajat,"Cold Shoe, 1, 4"" Screw"
132,Ubiquiti UniFi Dream Machine Pro,Ubiquiti,Jaringan IT / Network,,🔧,0,RJ45|LAN; SFP+|Other,,Router jaringan enterprise pencegah stream terputus jika ada ratusan penonton pakai wifi studio,"RJ45, SFP+"
133,TP-Link TL-SG105,TP-Link,Jaringan IT / Network,,🔧,0,5x RJ45 Gigabit|LAN,,Switch LAN metal tanpa setting (plug & play) pembagi jalur internet utama ke PC dan ATEM,5x RJ45 Gigabit
134,Neutrik etherCON,Neutrik,Jaringan IT / Network,,🔧,0,Konektor RJ45 Besi|LAN,,Cangkang pengunci baja pelindung colokan LAN agar tidak putus koneksinya saat tersandung kaki,Konektor RJ45 Besi
135,MikroTik hEX S,MikroTik,Jaringan IT / Network,,🔧,0,5x RJ45|LAN; 1x SFP|Other,,Router andalan teknisi untuk mengunci (limit bandwidth) agar PC streaming dijamin tak nge-lag,"5x RJ45, 1x SFP"
136,StarTech USB 3.0 to Gigabit LAN,StarTech,Jaringan IT / Network,,🔧,0,USB-A|USB; RJ45|LAN,,Dongle cadangan hidup mati jika port ethernet di motherboard/laptop mati tersambar petir,"USB-A, RJ45"
137,Magewell Pro Capture Quad HDMI,Magewell,Capture Card & Ingestion,,🔧,0,PCIe x4|Other; 4x HDMI|HDMI,,Kartu tangkap dewa spesialis vMix PC desktop rakitan untuk menangkap 4 feed 1080p tanpa freeze,"PCIe x4, 4x HDMI"
138,AJA U-TAP SDI,AJA,Capture Card & Ingestion,,🔧,0,USB 3.0|USB; SDI In|SDI,,Dongle penangkap kelas stasiun TV tanpa butuh instal driver (kompatibel penuh MacOS/Windows),"USB 3.0, SDI In"
139,Blackmagic UltraStudio Recorder 3G,Blackmagic,Capture Card & Ingestion,,🔧,0,Thunderbolt 3|USB; SDI & HDMI|HDMI,,Capture card khusus Macbook M1/M2 (lewat jalur thunderbolt asli; bukan USB-C),"Thunderbolt 3, SDI & HDMI"
140,Elgato Cam Link Pro,Elgato,Capture Card & Ingestion,,🔧,0,PCIe x4|Other; 4x HDMI|HDMI,,Alternatif DeckLink Quad bagi pemula OBS untuk menarik multi-kamera DSLR,"PCIe x4, 4x HDMI"
141,SanDisk Extreme PRO SDXC 128GB,SanDisk,Media Penyimpanan Lokal,,🔧,0,SD Card UHS-I (V30)|Other,,Media rekam backup di dalam slot kamera (jaga-jaga rekaman OBS di PC corrupt),SD Card UHS-I (V30)
142,Samsung T7 Shield 2TB,Samsung,Media Penyimpanan Lokal,,🔧,0,USB-C 3.2 10Gbps|USB,,SSD eksternal berlapis karet jatuh untuk mencolok langsung fitur rekam ISO ATEM Mini,USB-C 3.2 10Gbps
143,Synology DS224+ NAS,Synology,Media Penyimpanan Lokal,/images_real/real_0142.jpg,🔧,0,2-Bay|Other; RJ45 Gigabit|LAN,,Hardisk jaringan (server mini) penyimpan ribuan video VOD agar ruang PC tidak habis,"2-Bay, RJ45 Gigabit"
144,Krisbow Cable Reel 15m,Krisbow,Manajemen Listrik Lanjut,,🔧,0,Colokan AC 4 Lubang|Power,,Gulungan kabel tebal penyalur pusat tenaga listrik ke tenda kamera di ruangan ujung aula,Colokan AC 4 Lubang
145,Gooty Velcro Cable Ties,Gooty,Manajemen Listrik Lanjut,,🔧,0,Strap Kain Roll|Other,,Velcro pita 5 meter untuk digunting manual menyesuaikan ketebalan ikatan kabel,Strap Kain Roll
146,Alex Tech Wire Loom Tubing,Alex,Manajemen Listrik Lanjut,,🔧,0,Selongsong Belah|Other,,Pipa plastik belah samping pelindung kabel injak di lantai agar bebas gigitan tikus/tersandung,Selongsong Belah
147,Gaffer Power Pro Tape,Gaffer,Manajemen Listrik Lanjut,/images_real/real_0146.jpg,🔧,0,"Lakban Kain Hitam 2""|Other",,Lakban wajib broadcast. Sangat kuat merekatkan kabel ke lantai tapi tidak meninggalkan bekas lem,"Lakban Kain Hitam 2"""
148,IKEA SIGNUM Cable Management,IKEA,Manajemen Listrik Lanjut,,🔧,0,Rak Besi|Other,,Keranjang kawat penggantung ditaruh di kolong meja agar adaptor besar tidak menjuntai ke lantai,Rak Besi
149,Hollyland Solidcom C1,Hollyland,Alat Komunikasi Kru (Intercom),,🔧,0,Headset Wireless Duplex|Wireless,,Headset kru sutradara tanpa mesin pusat (komunikasi bebas dua arah dari ruang kontrol ke kameramen),Headset Wireless Duplex
150,Blackmagic ATEM Camera Converter,Blackmagic,Alat Komunikasi Kru (Intercom),,🔧,0,Fiber Optik|Other; SDI In-Out|SDI,,"Menggabungkan video,  lampu Tally,  dan jalur suara headset dalam satu kabel fiber puluhan meter","Fiber Optik, SDI In-Out"
151,SmallRig Camera Cage,SmallRig,Rigging (Kerangka Kamera),/images_real/real_0150.jpg,🔧,0,Bodi Besi Berlubang|Other,,"Baju pelindung kamera penuh lubang baut 1/4"" dan 3/8"" untuk menambah ratusan jenis mounting",Bodi Besi Berlubang
152,SmallRig Top Handle,SmallRig,Rigging (Kerangka Kamera),/images_real/real_0151.jpg,🔧,0,NATO Rail Mount|Other,,Gagang pegangan di atas kandang baja kamera agar kamera mudah dipindah/diangkat satu tangan,NATO Rail Mount
153,Sony RM-VPR1 Remote Control,Sony,Rigging (Kerangka Kamera),,🔧,0,Multi Terminal Sony|Other,,Kabel remote agar operator bisa zoom/rekam kamera yang tergantung tinggi tanpa menyentuhnya,Multi Terminal Sony
154,Aputure Barn Doors,Aputure,Modifikasi Cahaya Lanjut,,🔧,0,Bowens Mount|Other,,"Pelat plat 4 pintu penutup lampu COB pembatas ""kebocoran"" cahaya agar tidak mengenai layar green screen",Bowens Mount
155,Godox Snoot dengan Honeycomb,Godox,Modifikasi Cahaya Lanjut,,🔧,0,Bowens Mount|Other,,Corong besi mengerucut penghasil lingkaran sinar sekecil wajah (untuk menyorot rambut dari belakang),Bowens Mount
156,Neewer Gel Color Filters,Neewer,Modifikasi Cahaya Lanjut,,🔧,0,Plastik Optik Lembaran|Other,,Kertas plastik film warna-warni yang dijepit di lampu studio untuk mengubah sorot putih menjadi warna pelangi,Plastik Optik Lembaran
157,Aputure Lantern 90,Aputure,Modifikasi Cahaya Lanjut,,🔧,0,Bowens Mount (Bentuk Bola)|Other,,Lampion kain bundar penyebar cahaya ke segala penjuru 360 derajat layaknya bola lampu kamar,Bowens Mount (Bentuk Bola)
158,Manfrotto 1004BAC Master Stand,Manfrotto,Tiang Penyangga Lampu,,🔧,0,Tiang Lampu (Light Stand)|Other,,Tiang lampu raksasa dengan pegas peredam (air-cushioned) pencegah lampu ratusan juta rusak membentur jatuh,Tiang Lampu (Light Stand)
159,Neewer C-Stand dengan Boom Arm,Neewer,Tiang Penyangga Lampu,,🔧,0,Stainless Steel Murni|Other,,Tiang lampu paling kuat (bentuk kaki tapal kuda) untuk menggantung beban sangat berat melayang horisontal,Stainless Steel Murni
160,Sandbag (Kantong Pasir Hitam),Sandbag,Tiang Penyangga Lampu,,🔧,0,Pemberat Fisik|Other,,Karung kain diisi pasir/besi ditaruh di kaki tripod C-stand agar tiang lampu panjang tidak terguling,Pemberat Fisik
161,SmallRig Ball Head Arm,SmallRig,Jepit Rangka Fleksibel,,🔧,0,"Engsel Bola 1|Other; 4""|Other",,Tangan mungil menyambungkan gigitan Super Clamp ke lubang baut lampu monitor,"Engsel Bola 1, 4"""
162,Elgato Flex Arm Kit,Elgato,Jepit Rangka Fleksibel,,🔧,0,Pipa Baja Ruas Elgato|LAN,,Tiang tambahan 4 potong berengsel milik Elgato untuk bermanuver menghindari layar monitor dari belakang,Pipa Baja Ruas Elgato
163,Manfrotto 504X Fluid Head,Manfrotto,Tripod Lanjutan,,🔧,0,Kepala Tripod Cairan|LAN,,Kepala tripod khusus video pembatas hentakan mekanik sehingga kamera mendongak halus tanpa goyang,Kepala Tripod Cairan
164,Benro KH26P,Benro,Tripod Lanjutan,,🔧,0,Tripod Video Set Kaki Kembar|LAN,,Tripod panggung event tinggi yang tidak memantul jika panggung lantai kayu sedang bergetar,Tripod Video Set Kaki Kembar
165,Waves MaxxVolume Plugin (Lisensi),Waves,Perangkat Lunak Fisik (Dongle),,🔧,0,Software Audio DSP|Audio,,Pengatur level suara intelijen (mengubah teriakan jadi kecil / bisikan jadi keras secara realtime),Software Audio DSP
166,Nanlite PavoTube 30C,Nanlite,Estetika & Akustik,,🔧,0,Lampu Neon RGB|Other,,Lampu tabung memanjang seperti neon futuristik untuk menghias bingkai video in-frame,Lampu Neon RGB
167,Akustik Foam Pyramid,Akustik,Estetika & Akustik,,🔧,0,Busa 50x50cm|Other,,Busa gunung pencegah mantulan gema audio ping-pong (echo) menabrak dinding semen polos,Busa 50x50cm
168,CalDigit TS4 Thunderbolt 4 Dock,CalDigit,Ekspansi Sistem PC,,🔧,0,Thunderbolt 4 In|USB; 18 Port Out|LAN,,Stasiun ekspansi tunggal tercepat penambah jalus LAN Gigabit / USB 10Gbps / Audio dari 1 kabel laptop,"Thunderbolt 4 In, 18 Port Out"
169,Orico M.2 NVMe Enclosure,Orico,Ekspansi Sistem PC,,🔧,0,USB-C 10Gbps|USB; Kotak Baja|Other,,Cangkang tempat ditaruhnya hardisk M.2 internal PC sehingga menjadikannya SSD eksternal kilat,"USB-C 10Gbps, Kotak Baja"
170,Noctua NH-D15,Noctua,Stabilitas Hardware PC,/images_real/real_0169.jpg,🔧,0,Heatsink CPU Kipas Kembar|LAN,,Pendingin prosesor PC bongsor dengan kipas senyap (wajib di studio agar kipas tak masuk mic),Heatsink CPU Kipas Kembar
171,Corsair RM850x 80+ Gold,Corsair,Stabilitas Hardware PC,,🔧,0,Power Supply Unit (PSU)|LAN,,Jantung penyuplai tegangan bersih anti-konslet ke komponen capture card mahal di PC,Power Supply Unit (PSU)
172,Ulanzi Camera Cooling Fan,Ulanzi,Stabilitas Hardware PC,/images_real/real_0171.jpg,🔧,0,Baterai|Other; Jepit Kamera|Other,,Kipas radiator pelepas panas sensor ditempel ke lubang layar DSLR khusus Sony/Canon saat live,"Baterai, Jepit Kamera"
173,Elgato Prompter Pedal,Elgato,Kontroler Adaptif,,🔧,0,USB-A (Injakan Kaki)|USB,,Pedal lantai untuk menggeser teks teleprompter ke bawah secara diam-diam tanpa melepas tangan dari meja,USB-A (Injakan Kaki)
174,Infinity Foot Pedal,Infinity,Kontroler Adaptif,/images_real/real_0173.jpg,🔧,0,USB-A (3 Pedal)|USB,,Diprogram khusus menekan makro OBS (Pedal Kiri: Mute Mic Discord. Pedal Kanan: Play SFX Tepuk Tangan),USB-A (3 Pedal)
175,Fasgear USB-C Right Angle,Fasgear,Aksesoris Sudut Ruang,,🔧,0,USB-C Belok Kanan|USB; Kiri|Other,,Kabel webcam berbentuk belok (L) mencegah batang kabel membentur tembok belakang meja yang mepet,"USB-C Belok Kanan, Kiri"
176,Viltrox EF-NEX IV,Viltrox,Adaptor Modifikasi Lensa,,🔧,0,Mount Ring Elektronik|Other,,Penghubung komunikasi lensa tua dari pabrikan Canon agar autofokusnya bisa dibaca di kamera modern Sony,Mount Ring Elektronik
177,Chest Mount Harness,Chest,Aksesori Streaming POV,,🔧,0,Strap Dada Elastis|Other,,Sabuk ikatan Action Cam di tengah dada untuk memperlihatkan kedua tangan saat streaming merakit PC/Memasak,Strap Dada Elastis
178,Shure SM57,Shure,Instrument Audio Khusus,,🔧,0,Mikrofon XLR Tanpa Busa|Audio,,Mic dynamic ujung pipih spesialis letak presisi penodong instrumen berisik (depan amplifier / senar snare drum),Mikrofon XLR Tanpa Busa
179,Roland Octa-Capture,Roland,Instrument Audio Khusus,,🔧,0,USB Audio Interface 8 XLR|Audio,,Soundcard multi-jalur merekam terpisah 8 drum/gitar sekaligus dalam streaming band,USB Audio Interface 8 XLR
180,Korg nanoKONTROL2,Korg,Instrument Audio Khusus,,🔧,0,USB MIDI Fader Controller|USB,,Permukaan sentuh analog (fader naik turun) untuk mengatur slider audio software OBS dengan ujung jari,USB MIDI Fader Controller
181,Tether Tools TetherPro USB-C,Tether,Kabel Perlindungan Data,,🔧,0,Kabel Oranye USB-C 4.6m|USB,,Kabel transmisi data spesialis tanpa sinyal hilang berbalut silikon mencolok orange agar mata orang awas,Kabel Oranye USB-C 4.6m
182,Tether Tools JerkStopper,Tether,Kabel Perlindungan Data,,🔧,0,Penjepit Relief|Other,,Karet pengikat menahan stres daya tarik kabel sebelum sampai mencabut (dan menghancurkan) port motherboard kamera,Penjepit Relief
183,SmallRig VB99 mini V-Mount,SmallRig,Pusat Tenaga Portabel,,🔧,0,Baterai V-Mount 99Wh|Power,,Baterai kelas berat dengan kapasitas super menyimpan arus dan lubang D-tap untuk segala tegangan,Baterai V-Mount 99Wh
184,Alvin's Cables D-Tap to NP-FZ100,Alvin's,Pusat Tenaga Portabel,,🔧,0,Kabel Konverter D-Tap|Other,,Penurun tegangan menarik listrik 14V V-Mount menjadi tegangan 7.2V aman untuk slot baterai palsu Sony,Kabel Konverter D-Tap
185,Kawat Baja Safety Sling,Kawat,Alat Keamanan Tinggi,,🔧,0,Kabel Kawat Gembok|Other,,Tali baja sekunder penahan gantung jika engsel C-Stand patah maka lampu COB tidak akan hancur terjatuh,Kabel Kawat Gembok
186,Blackmagic ATEM Micro Panel,Blackmagic,Konsol Fisik ATEM,/images_real/real_0185.jpg,🔧,0,USB-C & Bluetooth|Wireless,,Panel mekanik T-Bar peraba transisi untuk teknisi (menggeser video perlahan dengan sentuhan telapak tangan),USB-C & Bluetooth
187,Giottos Rocket Air Blaster,Giottos,Perbaikan Optik & Hardware,,🔧,0,Blower Pompa Karet|LAN,,Semburan udara kering meniup debu sensor sebelum menempel permanen karena hawa panas lampu kamera,Blower Pompa Karet
188,SmallRig Folding Tool Set,SmallRig,Perbaikan Optik & Hardware,/images_real/real_0187.jpg,🔧,0,7-in-1 Obeng|Other; Kunci L|Other,,Gantungan pisau lipat berisi segala kunci pas baut L dan min-plus bongkar pasang tripod dalam hitungan detik,"7-in-1 Obeng, Kunci L"
189,Leatherman Wave Plus,Leatherman,Perbaikan Optik & Hardware,/images_real/real_0188.jpg,🔧,0,Multitool Tang Mekanik|Other,,Alat survival memotong kabel tembaga LAN yang robek atau menarik slot pin HDMI yang bengkok di set panggung,Multitool Tang Mekanik
190,StarTech.com HDMI Audio Extractor,StarTech.com,Penjembatan Konsol Audio,,🔧,0,HDMI In|HDMI; Toslink Out|Other,,Pembelah jalur pembawa HDMI murni memisahkan khusus sinyal audionya dialirkan ke kabel optik Mixer suara,"HDMI In, Toslink Out"
191,FiiO E10K,FiiO,Headphone PC Amplifier,,🔧,0,USB In|USB; 3.5mm Out|Audio,,Dongle mini di atas meja penguat desibel (DAC) men-drive headphone audiophile berimpedansi beban tinggi (250 ohm),"USB In, 3.5mm Out"
192,Lenspen NLP-1,Lenspen,Pembersih Lensa Premium,,🔧,0,Pena Karbon Kering|Other,,Alat hapus bercak minyak/sidik jari di depan filter lensa kamera secara aman tanpa air,Pena Karbon Kering
193,Marshall CV503,Marshall,Kamera Tipe Modul Panggung,,🔧,0,BNC (3G-SDI)|SDI; Lensa M12|Other,,Kamera mikroskopis seukuran kepalan tangan tapi memakai koneksi SDI (diselipkan di tiang drum/net tenis),"BNC (3G-SDI), Lensa M12"
194,InnoGear Weighted Desktop Mic Stand,InnoGear,Modifikasi Suara Meja,,🔧,0,Tiang Mic Piringan Besi|Audio,,Tiang mic 15cm dengan kaki beban bulat besi rata 2kg (solusi meja kaca mahal yang tidak bisa dijepit pinggirnya),Tiang Mic Piringan Besi
195,Rode PSM1 Shock Mount,Rode,Modifikasi Suara Meja,,🔧,0,Rangka Laba-laba Karet|Other,,Penyerap guncangan getaran dari hentakan mouse & keyboard gamer menjalar lewat tiang kayu masuk ke PodMic,Rangka Laba-laba Karet
196,Neewer 18-inch SMD LED Ring Light,Neewer,Lampu Streaming Spesifik,,🔧,0,Lampu Bulat AC Power|LAN,,"Sumber cahaya cincin pencipta ""catchlight"" putih malaikat di bola mata streaming kosmetik dan facecam dekat",Lampu Bulat AC Power
197,Astro MixAmp Pro TR,Astro,Pengelola Audio Gamepad,/images_real/real_0196.jpg,🔧,0,USB|USB; Optical In|Other; 3.5mm|Audio,,Unit roda volume mekanik pemisah keseimbangan suara (balance) dari party chat PlayStation dan letusan pistol di game,"USB, Optical In, 3.5mm"
198,Blackmagic Mini Converter SDI Distribution,Blackmagic,Penyalur Video Matriks,,🔧,0,1x SDI In|SDI; 8x SDI Out|SDI,,Pembagi (amplifier) tunggal menarik kabel SDI kamera master untuk disebarkan ke layar penonton & ke capture card operator,"1x SDI In, 8x SDI Out"
199,Lilliput T5 5-inch Tally Monitor,Lilliput,Penanda Status Streaming,,🔧,0,HDMI In|HDMI; Tally Interface|Wireless,,Monitor saku 5 inci ditaruh persis di bawah lensa yang memiliki bingkai lampu (Red=Live / Green=Preview),"HDMI In, Tally Interface"
200,VIVO Dual Monitor Desk Mount,VIVO,Meja & Penataan PC,,🔧,0,Dual Arm Jepit VESA|Other,,Penyangga tiang baja ganda dengan gas hidrolik mengangkut 2 buah monitor melayang kosong agar ruang meja luas (tanpa alas kaki monitor bawaan),Dual Arm Jepit VESA
201,WeBoost Home MultiRoom,WeBoost,Penguat Sinyal Ruang Bawah Tanah,/images_real/real_0200.jpg,🔧,0,Antena 4G|Other; 5G Penangkap Luar|Other,,Menarik sinyal Base Station dari tiang luar dilempar ke router modem Cellular Encoder milik streamer dalam bunker,"Antena 4G, 5G Penangkap Luar"
202,Loupedeck Live S,Loupedeck,Konsol Suara Minimalis,,🔧,0,USB-C Panel Desktop|USB,,Miniatur 15 layar LCD tombol + 2 roda putar khusus menyeimbangkan Spotify & Mic saat aplikasi berjalan background,USB-C Panel Desktop
203,Anker 735 Charger (Nano II 65W),Anker,Charger Pusat Ringkas,,🔧,0,Colokan Dinding (GaN Power)|LAN,,Kepala pengisi daya pintar yang bisa dicolok Dummy Camera USB-C tanpa voltase kurang atau membakar motherboard,Colokan Dinding (GaN Power)
204,Cat5 to 4-Channel XLR Extender (SoundTools),Cat5,Pengalir Mic Ratusan Meter,,🔧,0,RJ45 In|LAN; 4x XLR Out|Audio,,Kotak ajaib (pasif) menyalurkan tenaga 4 mic Phantom XLR menjadi 1 kabel jaringan LAN (CAT5) ditarik keliling panggung,"RJ45 In, 4x XLR Out"
205,APC SurgeArrest Essential 6-Outlet,APC,Sekring Penjaga Arus AC,,🔧,0,Colokan Listrik Berjajar|Power,,Terminal stopkontak pengorbanan (pemutus daya aktif 1-detik) ketika aliran halilintar/voltase naik sebelum membakar blok VGA,Colokan Listrik Berjajar
206,Canare L-2.5CHD BNC,Canare,Kabel Video Fleksibel (SDI),,🔧,0,BNC Konektor Ramping|Other,,Kabel koaksial tipis untuk penarikan video jarak dekat belakang rack-server yang sangat sesak karena lekukannya lebih lemas,BNC Konektor Ramping
207,Roland VR-4HD,Roland,Video Switcher Tambahan,,🔧,0,4x HDMI In|HDMI; Layar Sentuh|Other,,Switcher panggung hybrid All-In-One dengan fader audio slider fisik menyatu di bodi (cocok untuk 1 orang operator multi-job),"4x HDMI In, Layar Sentuh"
208,Tilta Seamless Focus Gear Ring,Tilta,Aksesoris Lensa DSLR,,🔧,0,Cincin Lensa Karet Bergigi|Other,,Menambahkan jalur gerigi di sekeliling lensa biasa agar bisa dicengkram kuat oleh motor mesin Follow Focus nirkabel,Cincin Lensa Karet Bergigi
209,DJI RS Focus Motor (2022),DJI,Sistem Follow Focus Nirkabel,,🔧,0,USB-C Command Port|LAN,,Memutar ring fokus/zoom lensa dari mesin penyeimbang gimbal dengan kendali jari telunjuk operator di set IRL,USB-C Command Port
210,Shure Beta 98H/C,Shure,Mic Instrument Jepit (Clip),,🔧,0,Mini-XLR ke Bodypack|Audio,,Mikrofon berleher angsa mungil penodong tiup saksofon / kuningan band panggung (ikut bergerak bebas ke mana saja),Mini-XLR ke Bodypack
211,Sennheiser BT T100,Sennheiser,Audio Extender Bluetooth,,🔧,0,Optikal SPDIF|Audio; Analog In|Other,,Melempar saluran Output TV/PC kualitas CD via gelombang AptX latensi rendah ke telinga Host di tengah panggung tanpa jeda,"Optikal SPDIF, Analog In"
212,Amaran T2c LED Tube Light,Amaran,Lighting Khusus Background,,🔧,0,Lampu Tabung 2 Kaki|Other; Baterai Grip|LAN,,Senjata pamungkas estetika studio yang diletakkan memanjang diagonal; menyala terang berpindah gradasi 3 warna,"Lampu Tabung 2 Kaki, Baterai Grip"
213,Impact Scissor Clip for Drop Ceilings,Impact,Rigging Plafon Gantung,,🔧,0,Klip Penjepit Plafon T|LAN,,Penjepit baja per yang dicapit di sela-sela rangka atap baja ringan (gypsum plafon) untuk menempel kamera CCTV/Webcam tanpa paku bor,Klip Penjepit Plafon T
214,Lume Cube Panel Pro,Lume,Lampu Tambahan Facecam,,🔧,0,Lampu Kotak|Other; USB-C|USB,,Panel datar RGB sebesar smartphone ditempel persis di sisi Webcam untuk mengusir sisa bayangan gelap pada pangkal hidung,"Lampu Kotak, USB-C"
215,K&M 14045 Stool (Kursi Panggung),K&M,Alas Duduk Operator,,🔧,0,Kursi Hidrolik Bundar|Other,,Kursi tak berisik tanpa sandaran dengan busa tebal; khusus agar kru kontrol / kameramen tidak sakit pinggang (dan tidak terlihat di frame),Kursi Hidrolik Bundar
216,Corning Thunderbolt 3 Optical Cable,Corning,Kabel Extender PC,,🔧,0,Thunderbolt 3 Tipe C (Panjang 10m)|LAN,,Kabel optik khusus pemindah data PC di luar ruangan sejauh 10 meter agar panas PC dan suara kipas PC tak masuk ke ruangan kedap suara Streamer,Thunderbolt 3 Tipe C (Panjang 10m)
217,Sabrent 10-Port 60W USB 3.0 Hub,Sabrent,Hub USB Bertenaga Penuh,,🔧,0,USB-B (Host)|USB; Tombol Per Port|LAN,,Gudang port USB memanjang yang memiliki tombol cetak on/off fisik setiap port (mematikan alat tanpa cabut kabel),"USB-B (Host), Tombol Per Port"
218,Prompt-it Maxi,Prompt-it,Teleprompter Ukuran Raksasa,/images_real/real_0217.png,🔧,0,"Dudukan Kaca Pantul Monitor 24""|Power",,Sistem promter besar menyihir layar monitor PC standar menjadi teks bacaan (bisa di baca jarak 4 meter) dari titik terjauh studio,"Dudukan Kaca Pantul Monitor 24"""
219,Boss CS-3 Compression Sustainer,Boss,Perangkat Kompresor Live,/images_real/real_0218.jpg,🔧,0,"Pedal Efek 1|Other; 4"" In|Other; Out|Other",,Pedal injak gitar dipakai oleh musisi streamer; meratakan letupan petikan gitar akustik sebelum ditransfer ke Mixer,"Pedal Efek 1, 4"" In, Out"
220,Blackmagic Mini Converter UpDownCross HD,Blackmagic,Konverter Layar Analog,,🔧,0,HDMI|HDMI; SDI|SDI; Reference In-Out|Other,,Mengkonversi input layar rasio zaman batu/analog agar rasio layar pas di dalam kerangka layout Twitch tanpa distorsi penyok,"HDMI, SDI, Reference In-Out"
221,ProGrade Digital Dual-Slot SD UHS-II,ProGrade,Pembaca Memori Studio Cepat,,🔧,0,USB-C 10Gbps|USB; Magnetic Base|Other,,Penelan data (Card Reader) kilat 10Gbps. Berguna membajak data video rekaman backup ke PC tanpa harus mematikan kamera,"USB-C 10Gbps, Magnetic Base"
222,Cerevo FlexTally,Cerevo,Kartu Tally Nirkabel,,🔧,0,Sinyal Radio 433MHz|Other; Baterai|Other,,Lampu merah kotak yang berdiri sendiri pakai baterai ditempelkan ke atas bodi kamera. Terkoneksi otomatis tanpa kabel vMix PC operator,"Sinyal Radio 433MHz, Baterai"
223,Bright Tangerine Revolvr,Bright,Kipas Kamera Pengusir Hujan,,🔧,0,Spinning Glass Filter M12|Other,,Penahan hujan lensa bermotor gasing berputar kecepatan sangat tinggi agar air dan salju mencelat keluar tak menutupi pandangan live stream outdoor,Spinning Glass Filter M12
224,Manfrotto PIXI Mini Tripod,Manfrotto,Tripod Khusus Handphone (IRL),,🔧,0,Kaki Tiga|Other; Ball Head Tombol|Other,,Penyangga kokoh bahan besi untuk genggaman IRL Vlogger HP yang tak gampang remuk dicengkram berjam-jam saat berjalan,"Kaki Tiga, Ball Head Tombol"
